,Stanford_timestamp,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,Operator_Timestamp
379,2021-08-03 17:56:12+00:00,384.5485902631674,359.09551856491515,411.962463598965,134.8115323,200.7987417,68.82432295,1,2.0,162928.0,True,True,385.47359249864957,359.7842192035523,413.12719072635946,386.0866647838274,360.9465288806731,414.12556481784225,2021-08-03 17:56:29+00:00
380,2021-08-03 17:56:12+00:00,384.5627275824429,359.18455657791634,411.8426311150957,144.69849399999998,192.6878258,96.70916231,2,2.0,162928.0,True,True,385.3519800378934,359.54449487869124,412.38958664466264,386.08275330216946,360.40921274099713,413.7918885114633,2021-08-03 17:56:29+00:00
381,2021-08-03 17:56:12+00:00,384.58099006721477,359.0581460385753,411.71503096382213,162.6820282,205.01359680000002,120.3504596,3,2.0,162928.0,True,True,385.54090205306545,359.3425877579494,412.9677152943151,386.1658949897481,360.24488642688544,413.50562042375395,2021-08-03 17:56:29+00:00
382,2021-08-03 17:58:29+00:00,381.7133097652319,356.3717442909069,408.46795353353593,228.0210455,340.4815162,115.5605748,1,2.0,162928.0,True,True,381.6720620111181,356.10077805669914,409.55954409589884,381.3882475141068,355.83546730991384,408.227121638095,2021-08-03 17:58:50+00:00
383,2021-08-03 17:58:29+00:00,381.3786691928723,356.35632702696546,409.5957322241374,255.97878160000002,356.87793860000005,155.07962450000002,2,2.0,162928.0,True,True,381.6303853277861,356.10191647878014,408.9601468468141,381.30462400561004,356.1790245241835,408.0208031697584,2021-08-03 17:58:50+00:00
384,2021-08-03 17:58:29+00:00,381.5183557603227,356.5054753742224,408.20389015886667,243.7536312,324.3868237,163.1204387,3,2.0,162928.0,True,True,381.42570367151694,356.424135068363,408.831912701645,381.4622161407814,356.2247478517929,408.76051454396054,2021-08-03 17:58:50+00:00
385,2021-08-03 18:01:00+00:00,144.14382206149077,128.48797405278665,160.539073069536,389.3218812,589.9842333,188.6595291,1,2.0,162928.0,False,True,147.295653902354,131.48677882814502,163.65994628770372,147.33130872512677,132.02801863418117,163.32357775676772,2021-08-03 18:01:06+00:00
386,2021-08-03 18:01:00+00:00,143.9864636916504,128.0175515619514,160.36458773466876,118.960778,167.7412001,70.18035599,2,2.0,162928.0,False,True,147.34191449872702,131.64067085799496,163.9396467722959,147.25936160623598,131.20787568612738,163.53190277537945,2021-08-03 18:01:06+00:00
387,2021-08-03 18:01:00+00:00,144.1355373009452,128.31527161267996,160.17409370647795,64.47381915,86.96009677,41.98754153,3,2.0,162928.0,False,True,147.17120593305387,131.47456924306258,163.67708776695181,147.14304252261374,131.04206548994566,163.52777064209465,2021-08-03 18:01:06+00:00
388,2021-08-03 18:03:06+00:00,0.0,0.0,0.0,,#VALUE!,#VALUE!,1,2.0,162928.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-03 18:03:19+00:00
389,2021-08-03 18:05:00+00:00,135.54825392225894,120.22838791149985,151.30747588575775,97.71210829,147.3190854,48.10513114,1,2.0,162928.0,False,True,132.69118313780018,117.16983882067424,148.54447605786936,132.47394523523207,116.90035772271999,148.3079084965444,2021-08-03 18:05:24+00:00
390,2021-08-03 18:05:00+00:00,135.59615269695811,119.64194901781372,151.70166351577387,60.55819673,82.43446141,38.68193204,2,2.0,162928.0,False,True,132.71148813447732,117.16604390435332,148.7487439707708,132.4825797600944,116.85246186322635,148.20380870862917,2021-08-03 18:05:24+00:00
391,2021-08-03 18:05:00+00:00,135.7481476263623,120.24115739555381,151.32653859675327,29.59048357,38.56076634,20.6202008,3,2.0,162928.0,False,True,132.73842460915355,117.45793134585243,148.47301597654302,132.42905497066778,116.53533026054961,148.32671658696074,2021-08-03 18:05:24+00:00
392,2021-08-03 18:07:22+00:00,134.66441843834463,118.96705672070978,150.2594639965949,232.7041999,369.1205018,96.287898,1,2.0,162928.0,True,True,134.33798469196202,119.14986839804575,150.19485929883004,134.03702865803385,118.3406605188098,150.17971532688458,2021-08-03 18:07:40+00:00
393,2021-08-03 18:07:22+00:00,134.75439145461613,119.09397265289172,150.5674587271456,143.9997175,205.9263987,82.07303624,2,2.0,162928.0,True,True,134.3672742782217,119.13765151189256,150.0994092344264,134.06979579106985,118.7386815974933,149.86977108452464,2021-08-03 18:07:40+00:00
